授業資料,ジュギョウシリョウ
資料アップ,シリョウアップ
ギネス一瞬,ギネスイッシュン
日本酒,ニッポンシュ
日本酒,ニッポンシュ
就職前,シュウショクマエ
結婚前,ケッコンマエ
結婚大変,ケッコンタイヘン
大変そう,タイヘンソウ
姉姫,アネヒメ
姫出産,ヒメシュッサン
出産前,シュッサンマエ
妹姫,イモウトヒメ
姫出産,ヒメシュッサン
出産前,シュッサンマエ
二子,ニシ
とゆ話,トユバナシ
最近毎日,サイキンマイニチ
毎日朝,マイニチアサ
朝私,アサワタシ
腕枕,ウデマクラ
時間程度,ジカンテイド
仕事復帰,シゴトフッキ
夫婦感,フウフカン
仕事だし,シゴトダシ
父親目線,チチオヤメセン
目線感,メセンカン
あと体,アトタイ
方今度,カタコンド
今日ギネス,キョウギネス
裏アカウント,ウラアカウント
ここ最近,ココサイキン
わくんさん,ワクンサン
娘さん,ムスメサン
背高,セダカ
高そう,ダカソウ
分授業,フンジュギョウ
無駄話して,ムダハナシテ
話して結局,ハナシテケッキョク
結局時間,ケッキョクジカン
地元パワー,ジモトパワー
パワー的,パワーテキ
不満そう,フマンソウ
二週間,ニシュウカン
週間目薬,シュウカンメグスリ
眼科待合室,ガンカマチアイシツ
マドレーヌうまい,マドレーヌウマイ
０歳,ゼロサイ
思春期,シシュンキ
期娘,キムスメ
改善点,カイゼンテン
授業資料,ジュギョウシリョウ
資料作り,シリョウヅクリ
演出力,エンシュツリョク
Newstate,ニューステート
theart,ザエーアールティー
modelfor,モデルフォー
naturalimage,ナチュラルイマージュ
深層学習,シンソウガクシュウ
来週月,ライシュウツキ
月火,ツキヒ
火二つ,ヒフタツ
授業準備,ジュギョウジュンビ
猫グッズ,ネコグッズ
フロッピー的,フロッピーテキ
現場エンジニア,ゲンバエンジニア
子トップ,コトップ
トップ会議,トップカイギ
シミレーション,シミレーション
相互作用し,ソウゴサヨウシ
ワードクラウド,ワードクラウド
Networksfor,ネットワークスフォー
マルチコア環境,マルチコアカンキョウ
並列化,ヘイレツカ
コードC++,コードシープラスプラス
体験者,タイケンシャ
者数,シャスウ
万人,マンニン
人以上,ニンイジョウ
最新技術,サイシンギジュツ
技術ディープラーニング,ギジュツディープラーニング
SNS性格,エスエヌエスセイカク
性格分析,セイカクブンセキ
分析サービス,ブンセキサービス
エゴグラム分析,エゴグラムブンセキ
